q_percentile,k,n,observed_overlap,observed_jaccard,expected_jaccard,chance_adjusted_jaccard,adj_jaccard_ci95_low,adj_jaccard_ci95_high,hypergeometric_pvalue,overlap_enrichment,mean_rank_displacement_in_union,median_rank_displacement_in_union,panel,metric
39,80,207,40,0.3333333333333333,0.24039310498392288,0.12235306045693983,0.025280644284546745,0.18288043559784053,0.006040046795358426,1.3866176958595635,72.29166666666667,61.25,P2,F4_KelvinOp
40,82,207,41,0.3333333333333333,0.24784810990510914,0.1136542027667303,0.0178814946763721,0.20456146402142467,0.010019196621567557,1.344909724996301,71.59349593495935,60.5,P2,F4_KelvinOp
41,84,207,43,0.344,0.25539345364871047,0.11899780734601119,0.0360007680433925,0.21040689971540086,0.00770142092099507,1.3469413373185608,71.336,60.5,P2,F4_KelvinOp
42,86,207,44,0.34375,0.2630307904751997,0.10952860510529094,0.014666934067456847,0.21541328189767722,0.01311372618958773,1.3068812186549355,70.1171875,60.0,P2,F4_KelvinOp
43,89,207,47,0.35877862595419846,0.27466300217769113,0.1159676454241946,0.020944844026553725,0.206282176485856,0.00975160729732149,1.3062502889343988,69.38167938931298,60.0,P2,F4_KelvinOp
44,91,207,49,0.3684210526315789,0.2825378300197272,0.11970418261106805,0.037374357963182385,0.22606837001324526,0.008229347176249348,1.3039707022803113,69.84962406015038,60.0,P2,F4_KelvinOp
45,93,207,51,0.37777777777777777,0.2905107706055924,0.12299976314886853,0.014360373169307763,0.24532600540931884,0.007109357081318509,1.300391641212718,69.55555555555556,60.0,P2,F4_KelvinOp
46,95,207,53,0.38686131386861317,0.29858367206809533,0.12585626864547136,0.02974092781366548,0.23272630940822484,0.006292709314549319,1.2956546189852778,69.27007299270073,60.0,P2,F4_KelvinOp
47,97,207,56,0.4057971014492754,0.30675842940529724,0.14286314647723308,0.04496643940541494,0.2512220970529096,0.002471154107667036,1.3228555845587724,68.79710144927536,59.75,P2,F4_KelvinOp
48,99,207,58,0.4142857142857143,0.31503698597261987,0.14489647802958183,0.046242301331775176,0.2871747163181061,0.0022886286975983164,1.3150383375040295,68.11428571428571,58.25,P2,F4_KelvinOp
49,101,207,60,0.4225352112676056,0.3234213350331762,0.1464927603640731,0.04771560887895272,0.2555134682995023,0.002179198320720279,1.3064543538052689,67.48591549295774,57.0,P2,F4_KelvinOp
50,103,207,64,0.4507042253521127,0.3319135213688942,0.17780737641423006,0.048048432255915825,0.3078776277268197,0.00031281017948845606,1.357896549358086,67.48591549295774,57.0,P2,F4_KelvinOp
