q_percentile,k,n,observed_overlap,observed_jaccard,expected_jaccard,chance_adjusted_jaccard,hypergeometric_pvalue,overlap_enrichment,mean_rank_displacement_in_union,median_rank_displacement_in_union,adj_jaccard_ci95_low,adj_jaccard_ci95_high,panel,attribute
4.0,8,207,3,0.23076923076923078,0.020966898074285582,0.21429544341480727,0.001960787502907061,11.006360118297753,32.30769230769231,17.0,,,P2,dielectric_total_trace
5.0,10,207,3,0.17647058823529413,0.025991658248233813,0.15449449818512034,0.00822526705163035,6.789508639653096,32.64705882352941,18.0,,,P2,dielectric_total_trace
6.0,12,207,4,0.2,0.031072415432779176,0.17434490178404166,0.0025457795010301646,6.436577176713926,38.65,25.5,,,P2,dielectric_total_trace
7.0,14,207,5,0.21739130434782608,0.036207304103381195,0.1879906343094756,0.0009410560976849734,6.004073203768991,39.0,22.0,,,P2,dielectric_total_trace
8.0,16,207,6,0.23076923076923078,0.04139582470386405,0.19755120094992776,0.0004055599421322065,5.5746982315269555,41.38461538461539,31.5,,,P2,dielectric_total_trace
9.0,18,207,6,0.2,0.04663807212234519,0.1608643301071026,0.0017860503525234407,4.288341925355362,43.166666666666664,37.5,,,P2,dielectric_total_trace
10.0,20,207,6,0.17647058823529413,0.051934439199011924,0.1313581614873405,0.006142309723957348,3.397949240561965,45.029411764705884,41.0,,,P2,dielectric_total_trace
11.0,22,207,7,0.1891891891891892,0.05728548595055176,0.13991903304006909,0.003516605280611343,3.302567588455047,46.16216216216216,41.0,,,P2,dielectric_total_trace
12.0,24,207,9,0.23076923076923078,0.06269187579404333,0.1793192127909642,0.0003568255863331029,3.681006954192258,47.794871794871796,42.0,,,P2,dielectric_total_trace
13.0,26,207,10,0.23809523809523808,0.06815434199363612,0.1823702183312007,0.0002492152407360094,3.4934713054301088,46.30952380952381,41.5,,,P2,dielectric_total_trace
14.0,28,207,12,0.2727272727272727,0.07367366895097721,0.2148849677530771,2.6921543413471934e-05,3.701828300539052,44.70454545454545,41.0,,,P2,dielectric_total_trace
15.0,31,207,13,0.2653061224489796,0.08206108652851644,0.19962661265493434,5.6261291730089524e-05,3.233032045667407,45.44897959183673,41.0,,,P2,dielectric_total_trace
16.0,33,207,14,0.2692307692307692,0.08772624567645379,0.19895839674671076,5.114052455330245e-05,3.0689877032208646,46.11538461538461,41.5,,,P2,dielectric_total_trace
17.0,35,207,16,0.2962962962962963,0.09345129076599037,0.22375521961936304,7.807625301856518e-06,3.1705960813130583,45.7037037037037,41.5,,,P2,dielectric_total_trace
18.0,37,207,18,0.32142857142857145,0.09923714989278395,0.24667027676523348,1.2000589686829436e-06,3.2389943864353583,45.910714285714285,41.5,,,P2,dielectric_total_trace
19.0,39,207,20,0.3448275862068966,0.10508477630537333,0.26789443687386755,1.8820432612571316e-07,3.281422850488234,44.758620689655174,41.0,,,P2,dielectric_total_trace
20.0,41,207,23,0.3898305084745763,0.11099514776220629,0.3136488625573737,3.172358634509338e-09,3.5121400920132215,44.220338983050844,41.0,,,P2,dielectric_total_trace
21.0,43,207,25,0.4098360655737705,0.1169692662424416,0.33166093561103316,4.970228426231669e-10,3.5037927375239355,44.49180327868852,41.0,,,P2,dielectric_total_trace
22.0,45,207,25,0.38461538461538464,0.12300815790549867,0.2983006387894041,8.436460669913558e-09,3.1267469667407455,44.738461538461536,41.0,,,P2,dielectric_total_trace
23.0,47,207,25,0.36231884057971014,0.12911287323072992,0.26777978475133096,1.089254148719274e-07,2.806217780718362,42.94202898550725,29.0,,,P2,dielectric_total_trace
24.0,49,207,27,0.38028169014084506,0.1352844872914943,0.28332694307976286,2.4862116348939688e-08,2.8109777976351498,42.605633802816904,29.0,,,P2,dielectric_total_trace
25.0,51,207,29,0.3972602739726027,0.1415241001326649,0.2978955773591992,5.897363337323025e-09,2.8070150144053936,41.80821917808219,28.0,,,P2,dielectric_total_trace
26.0,53,207,31,0.41333333333333333,0.14783283723031132,0.31155917254556026,1.4589581935032113e-09,2.795950758148504,42.346666666666664,28.0,,,P2,dielectric_total_trace
27.0,55,207,34,0.4473684210526316,0.1542118500188111,0.3466075648380041,4.043960086839598e-11,2.900998989364699,43.11842105263158,28.5,,,P2,dielectric_total_trace
28.0,57,207,37,0.4805194805194805,0.16066231647509882,0.3810828112722194,9.53698194466298e-13,2.990866128797269,43.66233766233766,29.0,,,P2,dielectric_total_trace
29.0,60,207,39,0.48148148148148145,0.17047463565771853,0.37492144205904504,1.5433373255357305e-12,2.824358472002879,45.44444444444444,41.0,,,P2,dielectric_total_trace
30.0,62,207,40,0.47619047619047616,0.1771090699615144,0.36345206310023864,4.878497685136752e-12,2.688684866867359,46.154761904761905,41.5,,,P2,dielectric_total_trace
31.0,64,207,41,0.47126436781609193,0.18381929942755854,0.35218312340261065,1.537696703552286e-11,2.5637371553676975,46.367816091954026,42.0,,,P2,dielectric_total_trace
32.0,66,207,43,0.48314606741573035,0.19060662994319472,0.36143048398333744,5.40891374171886e-12,2.534781017636791,47.58426966292135,47.0,,,P2,dielectric_total_trace
33.0,68,207,45,0.4945054945054945,0.19747239794244414,0.3701219693895933,2.0030974310640093e-12,2.5041752652926434,48.13186813186813,47.0,,,P2,dielectric_total_trace
34.0,70,207,45,0.47368421052631576,0.2044179712589868,0.3384518874734205,6.209859153360553e-11,2.3172336933438342,48.28421052631579,47.0,,,P2,dielectric_total_trace
35.0,72,207,47,0.4845360824742268,0.2114447500158511,0.34631857750470274,2.6793688611650363e-11,2.2915493642566354,48.01030927835052,42.0,,,P2,dielectric_total_trace
36.0,74,207,48,0.48,0.21855416755207283,0.33456680116769194,9.646018868811292e-11,2.1962518737403394,47.57,41.5,,,P2,dielectric_total_trace
37.0,76,207,49,0.47572815533980584,0.2257476913868653,0.32286692744993356,3.432520480404859e-10,2.1073444978205664,47.84466019417476,42.0,,,P2,dielectric_total_trace
38.0,78,207,51,0.4857142857142857,0.2330268242220785,0.32946062453346264,1.7879423451877148e-10,2.0843707042558837,48.7047619047619,47.0,,,P2,dielectric_total_trace
39.0,80,207,52,0.48148148148148145,0.24039310498392288,0.317385713688731,6.707945611674004e-10,2.002892227352703,48.56481481481482,46.0,,,P2,dielectric_total_trace
40.0,82,207,52,0.4642857142857143,0.24784810990510914,0.2877578415089797,1.426200654127273e-08,1.8732671169591337,49.169642857142854,47.0,,,P2,dielectric_total_trace
41.0,84,207,53,0.4608695652173913,0.25539345364871047,0.2759525988262553,4.7858332394886863e-08,1.8045472921608627,48.278260869565216,45.0,,,P2,dielectric_total_trace
42.0,86,207,57,0.4956521739130435,0.2630307904751997,0.3156460004453085,9.943083650234891e-10,1.884388413301662,48.278260869565216,45.0,,,P2,dielectric_total_trace
43.0,89,207,58,0.48333333333333334,0.27466300217769113,0.2876874222356457,1.8816433222811385e-08,1.7597322154829012,48.56666666666667,47.0,,,P2,dielectric_total_trace
44.0,91,207,58,0.46774193548387094,0.2825378300197272,0.2581377990552952,3.3063917743434577e-07,1.6555019745540358,47.846774193548384,46.5,,,P2,dielectric_total_trace
45.0,93,207,58,0.453125,0.2905107706055924,0.22919901058006023,4.4503580944625855e-06,1.559752841711946,47.3046875,45.5,,,P2,dielectric_total_trace
46.0,95,207,61,0.4728682170542636,0.29858367206809533,0.2484751752215957,9.307020093524675e-07,1.5837042051864803,47.17054263565891,45.0,,,P2,dielectric_total_trace
47.0,97,207,63,0.48091603053435117,0.30675842940529724,0.2512220970529096,8.015041710307071e-07,1.5677353397156444,47.05343511450382,45.0,,,P2,dielectric_total_trace
48.0,99,207,66,0.5,0.31503698597261987,0.2700335788057406,1.6373444283946375e-07,1.5871152349186564,46.833333333333336,44.5,,,P2,dielectric_total_trace
49.0,101,207,69,0.518796992481203,0.3234213350331762,0.28877005374919285,3.1770970327379555e-08,1.6040901953112814,46.48872180451128,44.0,,,P2,dielectric_total_trace
50.0,103,207,72,0.5373134328358209,0.3319135213688942,0.3074450958621203,5.874643558964339e-09,1.618835625074285,46.343283582089555,43.0,,,P2,dielectric_total_trace
