analysis,panel,distance_metric,threshold_quantile,threshold_value,metric,n,tau,rho,nAUCC,n_excluded,boundary_count,nonidentical_space_group_count
continuous_threshold,P2,lattice_distance,0.75,0.0019063636298329036,F1_Frobenius,155,0.17637201508169248,0.2420192710515291,0.0461128635365856,52,0,0
continuous_threshold,P2,lattice_distance,0.75,0.0019063636298329036,F3_Longitudinal,155,0.21977032705925142,0.312704655322665,0.04120519325156386,52,0,0
continuous_threshold,P2,lattice_distance,0.75,0.0019063636298329036,F4_KelvinOp,155,0.19748638458315879,0.27190873642486546,0.03640581282514583,52,0,0
continuous_threshold,P2,lattice_distance,0.8,0.0020337495755212687,F1_Frobenius,165,0.1685945527593523,0.2332342005945813,0.04755889270462367,42,0,0
continuous_threshold,P2,lattice_distance,0.8,0.0020337495755212687,F3_Longitudinal,165,0.20715704012870534,0.2975222408023459,0.04178888967753083,42,0,0
continuous_threshold,P2,lattice_distance,0.8,0.0020337495755212687,F4_KelvinOp,165,0.1872205182549055,0.2608983122501532,0.036924371060808425,42,0,0
continuous_threshold,P2,lattice_distance,0.8500000000000001,0.002365856305273569,F1_Frobenius,176,0.1742434082348357,0.23894725720285537,0.05061531244902598,31,0,0
continuous_threshold,P2,lattice_distance,0.8500000000000001,0.002365856305273569,F3_Longitudinal,176,0.20318609494098636,0.2919954922947669,0.035993421232078916,31,0,0
continuous_threshold,P2,lattice_distance,0.8500000000000001,0.002365856305273569,F4_KelvinOp,176,0.19359657098324456,0.2672248893349974,0.04083213900190563,31,0,0
continuous_threshold,P2,lattice_distance,0.9,0.0026913689705555196,F1_Frobenius,186,0.17264430622565832,0.24137972833987445,0.04865741538928815,21,0,0
continuous_threshold,P2,lattice_distance,0.9,0.0026913689705555196,F3_Longitudinal,186,0.2051790476687608,0.29888761804475106,0.03778540017611438,21,0,0
continuous_threshold,P2,lattice_distance,0.9,0.0026913689705555196,F4_KelvinOp,186,0.1907806777887578,0.26887489591521413,0.03722292062590722,21,0,0
continuous_threshold,P2,lattice_distance,0.95,0.0029337816612436812,F1_Frobenius,196,0.1924324890098388,0.26525235718247364,0.05740557467496336,11,0,0
continuous_threshold,P2,lattice_distance,0.95,0.0029337816612436812,F3_Longitudinal,196,0.2176522955466259,0.31613823884051373,0.042874409552085525,11,0,0
continuous_threshold,P2,lattice_distance,0.95,0.0029337816612436812,F4_KelvinOp,196,0.2074000418672807,0.29042512160447786,0.04480326415706817,11,0,0
continuous_threshold,P2,lattice_distance,1.0,0.003534775127518393,F1_Frobenius,207,0.191753834607627,0.2669622405892357,0.060232288789580576,0,1,0
continuous_threshold,P2,lattice_distance,1.0,0.003534775127518393,F3_Longitudinal,207,0.21515646248778617,0.3138496663955457,0.043279956848819176,0,1,0
continuous_threshold,P2,lattice_distance,1.0,0.003534775127518393,F4_KelvinOp,207,0.2051690979877105,0.28950708065055125,0.04593413088143092,0,1,0
